DP001441,ZZ INTERNATIONAL-WORLD-WIDE POSTAL COURIER NE,MANILA,,,0,,
DP001442,"ZZ CALLAO, LEXZELLE MERCEROS",DAVAO,,,0,123,123
DP001443,ZZ GOLDEN CITY HARDWARE,DAVAO CITY,,,0,,
DP001444,XXXJOEL L VIRADOR,CAGAYAN DE ORO,,,0,,
DP001445,ZZ MERLE Y.,DAVAO,,,0,,
DP001446,ZZ DENNIS P. ESCARLAN,DAVAO,,,0,,
DP001447,ZZ CELSO T. TAGLE JR.,CDO,,,0,,
DP001448,ZZ RONILA JABONERO,DAVAO,,,0,,
DP001449,ZZ FEROLIN RONILA J.,DAVAO,,,0,,
DP001450,ANDY M. JONASANXXX,DAVAO,,,0,,
DP001451,ZZ BULLDOG MUSIC LOUNGE & KTC,"PACANA ST., CAGAYANDE ORO CITY",,,0,108-358-424,108-358-424
DP001452,ZZ FRANKLIN P. PETRACHE,DAVAO,,,0,,
DP001453,ZZ FJC FARM,DAVAO,,,0,,
DP001454,ZZ ROTARY CLUB OF POZORRUBIO,Pozorrubio Pangasinan,,,0,,
DP001455,ZZ GUANDELINO G. LUGARES,CDO,,,0,,
DP001456,ZZ DANILO MATIOM,DAVAO,,,0,,
DP001457,ZZ AGRI-DAVAO FARM,DAVAO,,,0,,
DP001458,ZZ E & C QUALITY MACHINE SHOP,DAVAO CITY,,,0,,
DP001459,ZZ JONATHAN N. CATALUNA,CDO,,,0,,
DP211401,ZZ STEVEN BENEDICT LAYSON,QUEZON CITY,,,0,123,123
DP211402,ZZ BERNANDO V. PASCUAL,LDI,,,0,123,123
DP211403,XXXV-4 FARM,Q.C,,,0,,
DP211404,MALAYAN INSURANCE,,,,0,000-333-534-000,000-333-534-000
DP211405,ZZ E & W TOWING SERVICES,,,,0,,
DP211406,ZZ JONATHAN ALVIN P. GASTOR,LDI,,,0,123,123
DP211407,C1-COMTECH ELECTRONICS SERVICE,lakpue,,,0,,
DP211408,CITY OFFICE EQUIPMENT INC.,LAKPUE,,,0,,
DP211409,ZZ MANILA TREASURER'S OFFICE,MANILA,,,0,,
DP211410,PADIS PRINT SERVICES & OFFICE,"112-E MOLAVE ST.,PROJ.3QUEZON CITY",ROMEO PADO,421-73050,30,210-943-314-000VAT,210-943-314-000VAT
DP211411,ZZ BENJAMIN BALDEO,LDI,,,0,,
DP211412,YUSUN INC.,"834 Sto. Cristo St.,San Nicolas, Manila242-8255/242-8261/8258",,242-6336,30,000-323-210-000 VAT,000-323-210-000 VAT
DP211413,"PHIL. COLLEGE OF POULTRY PRACTITIONERS,INC",LDI,,,0,,
DP211414,RICBIN TRADING,"Unit A-1 Platinum Comm'l.Center,Nat'l.Highway,Platero, Biñan, Laguna",RICHARD,(049)4112021,30,122-082-492-000 VAT,
DP211415,ZZ PAREF - SOUTHRIDGE SCHOOL,LDI,,,0,,
DP211416,ZZ DANIEL P. REGINO,LDI,,,0,,
DP211417,ZZ TEOTIMO REYES,,,,90,,
DP211418,TABLANTE BATTERY SALES INC.,214 GEN LUIS ST.NOVALICHES PROPERNOVALICHES QUEZON CITY,,,45,205-005-499-000,205-005-499-000
DP211419,"PHILCHEMA, INC.",RM 603-A TYTANA PLAZAORIENTE ST. PLAZA LORENZORUIZ BINONDO MANILA,ROSE,241-31-61,90,000-338-459-000,000-338-459-000
DP211420,THE COUNTRY CLUB AT TAGAYTAY HIGHLANDS,TAGAYTAY HIGHLANDS,,,0,,
DP211421,ALLIED BANKING CORPORATION,6754 AYALA AVENUE MAKATICITY,,,0,,
DP211422,XXXANADON LAURIANO,LDI,,,0,,
DP211423,PROV'L.TREASURERS OFFICE OF STA.CRUZ LAGUNA,LAGUNA,,,0,,
DP211424,PROV'L.TREASURERS OFFICE OF ANTIPOLO RIZAL,RIZAL,,,0,,
DP211425,PROV'L.TREASURERS OFFICE OF BATANGAS,BATANGAS,,,0,,
DP211426,PROV'L.TREASURERS OFFICE OF SAN PABLO CITY,SAN PABLO,,,0,,
DP211427,PROV'L.TREASURERS OFF.BULACAN,BULACAN,,,0,,
DP211428,ZZ BENJAMIN MADLANSAKAY,LDI,,,0,,
DP211429,"ZZ CEBU MAXI COOL, INC.",CEBU,,,0,,
DP211430,ZZ RODEL GONZALES,BINAN PLANT,,,0,,
DP211431,XXXJOHNNY JAVELLANA,QUEZON CITY,,,0,,
DP211432,ZZ WILVEN SY,Lakpue,,,0,,
DP211433,CARO VET SUPPLY,,,,0,,
DP211434,BPI CA#3371-0001-34,fund transfer,,,0,,
DP211435,BPI CA#3185-3844-61,FUND TRANSFER,,,0,,
DP211436,BPI CA#3371-0001-42,BPI-MATATAG,,,0,,
DP211437,ZZ MP UNITED REALTY CORPORATION,BINAN,,,0,,
DP211438,DOMINGO VICTOR FRANCISCO,LDI,,,0,,
DP211439,ZZ RESURRECION CONDES JR.,BACOLOD,,,0,,
DP211440,BDO CA#135-800-1027,BDO,,,0,,
DP211441,ZZ SIXTO DY,LDI,,,0,,
DP211442,ASIAN CONSOLIDATION INTERNATIONAL SERVICES,"suite 301-b ermita centerbldg., 1350 roxasblvd manila",,,0,200-573-397-000,200-573-397-000
DP211443,BPI SA#3373-0031-49,ldi,,,0,,
DP211444,BDO SA#135-00000-25,,,,0,,
DP211445,CTEM ENTERPRISES,"RM 301 GSRC BDLG. LI 29MINDANAO AVE., Q.C.",VANGIE ESPIRITU,426-70-92,90,169-650-599-000 VAT,169-650-599-000 VAT
DP211446,CARMELITA TAN,QUEZON CITY,,,0,,
DP211447,BPI CA#3185-3844-88,BPI-CUBAO,,,0,,
DP211448,ZZ JEFFREY NGO,CUBAO,,,0,,
DP211449,ZZ RHONA R.A. RUFO,Q.C.,,,0,,
DP211450,ZZ ST. JUDE LADIES ASSOCIATION,"SAN MIGUEL, MANILA",,,0,,
DP211451,XXXGAUDELINO G. LUGARES,CEBU,,,0,,
DP211452,SECURITY & EXCHANGE COMMISSION,Q.C.,,,0,,
DP211453,TIRES R US ENTERPRISES,BACOLOD CITY,,434-7777,0,077-110-540-644 VAT,077-110-540-644 VAT
DP211454,XXXJOY J. TABAMO,H.O.,,,0,,
DP211455,ZZ NELSON ALLORDE,BINAN,,,0,,
DP211456,ZZ PHILIPPINE STAR,Q.C.,,,0,,
DP211457,GOLDSTAR AGRIVET,Q.C.,,,0,,
DP211458,XXXXTERENCE MICHAEL D. TALOSIG,SR PAMPANGA,,,0,,
DP211459,RESTITUTO R. MANARIN,BINAN,,,0,,
DP211460,DHL WORLDWIDE EXPRESS,"2306 CHINO ROCES AVENUEKAYAMANAN C, MAKATI CITY",,,30,212-186-731-000 VAT,212-186-731-000 VAT
DP211461,MICHELLE LU,BINAN,,,0,,
DP211462,ZZ MAXI COOL,CEBU,,,0,,
DP211463,ZZ JERICO ENTERPRISES,BINAN,,,0,,
DP211464,"MERCK, INC.","7TH FLR.VERNIDA IV BLDG.128 ALFARO ST.,SALCEDOVILL.MAKATI CITY",,812-62-41,90,000-163-943-000 VAT,000-163-943-000
DP211465,BPI/MS INSURANCE CORPORATION,"19/F BPI BUENDIA CENTER,SEN.GIL PUYAT AVE.,MKT.CITY",,845-9576,0,000-474-030-00000,000-474-030-00000
DP211466,ZZ SOUTHRIDGE SCHOOL,ALABANG,,,0,,
DP211467,GREEN LEGS POULTRY SUPPLY,Q.C.,,,0,,
DP211468,ZZ LARRY MARQUEZ,Q.C.,,,0,,
DP211469,ZZ RAMON OCAMPO,q.c,,,0,,
DP211470,ZZ RACQUEL MARCELO,BINAN,,,0,,
DP211471,ZZ EBITDA,Q.C,,,0,,
DP211472,"ROYAL DRAGON TRADERS, INC.","21 LINAO ST., SMH,QUEZONCITY",,742-6893,0,000-142-384 VAT,000-142-384 VAT
DP211473,ZZ MATEO MACANDILI,BINAN,,,0,,
DP211474,ZZ FEB MARKETING,"128 F. SANTOS ST.SANTULAN, MALABONMETRO MANILA",,437-0030,30,102-487-004-VAT,
DP211475,"ZZ VASQUEZ GRAVEL AND SAND, INC.",351 P.CASAL ST.MANILA,,7339118,0,,
DP211476,JEANETTE TAN,q.c.,,,0,,
DP211477,ZZ ST. ANTHONY OF PADUA,"gubat,sorsogon",,,0,,
DP211478,ZZ ROWENA VELASQUEZ,BFAD,,,0,,
DP211479,ENVIRONMENTAL FLEXO PRINTING,"55 Scout Madrinan St.,South Triangle,Q.C.",MARK NEWELL CO/ANALY,928-50-84,90,183-473-998-000 VAT,183-473-998-000 VAT
DP211480,"ZZ SANDEM AIRCON SERVICE CENTER, INC.","615 Real Street,Almanza1Las Pinas City",,,0,001-503-530-000 VAT,001-503-530-000 VAT
DP211481,ZZ EON CONSTRUCTION SUPPLY,"Santo Tomas, Binan Laguna",,,0,146-864-292-000 VAT,146-864-292-000 VAT
DP211482,"ZZ MEDICOMM PACIFIC, INC.","3/F SEDCCOP 1 BLDG.RADACOR.LEGASPI STS.LEGASPIVILLAGE, MAKATI CITY, MM.",,,25,002-033-475-000,NON-VAT
DP211483,LUNAR CHEM TRADING,"236 A. M. DELA FUENTE ST.SAMPALOC, MANILA",,716-3039/,30,200-827-919-000 NON VAT,N-VAT
DP211484,ZZ LEONARDO O. BRETON,q.c,,,0,,
DP211485,ZZ MGS CORPORATION,binan,,,0,,
DP211486,"PAG-ASA STEEL WORKS, INC.","Amang Rodriguez Ave.,Manggahan,1611 Pasig City",,646-2196,30,000-282-466-000VAT,000-282-466-000VAT
DP211487,ZZ ARCA GRAIN,q.c.,EDGAR CHAN,,0,,
DP211488,LUIS BERNARDO CONCEPCION AND 0R SUSAN KALALO,"RFM BDLG.COR.PIONEER &SHERIDAN STS.,MANDALUYONGCITY",,,0,,
DP211489,ZZ WIG TYSMAN,,,,0,,
DP211490,ZZ GERARDO AREVALO,binan,,,0,,
DP211491,"FI-SH PHARMA, INC.",MATATAG,,,0,,
DP211492,TRINIDAD SEE-CHUA,q.c.,,,0,100-560-981-000,100-560-981-000
DP211493,ZZ KOWLOON HOUSE,,,,0,,
DP211494,ZZ ALCAYDE MOTOR WORKS,"145 NATIONAL ROADMALHACAN, MEYCAUAYAN,BULACAN",,(044)8405935,0,,
DP211495,ZZ ESTER,luzon,,,0,,
DP211496,ZZ CEM 25TH FOUNDATION DAY,"4031 colleg laguna, phils",,536-27151,0,,
DP211497,"ZZ CALTEX PHILIPPINES, INC.","7F 6750 AYALA AVENUE,MAKATI CITY, PHILIPPINES",,,0,000-349-759-000 VAT,000-349-759-000 VAT
DP211498,ZZ COUPLES FOR CHRIST,,,,0,,
DP211499,MCV AUTO MAINTENANCE & TRUCK BODY BUILDER,"#22-B SAN CRISTOBAL ST.,STO.NINO, SANTOL, Q.C.",DIGNA,414-88-69,15,900-270-619-000VAT,900-270-619-000VAT
DP211500,"FEB MITSUI MARINE INSURANCE COMPANY, INC.",19th Floor Far East BankSen.Gil Puyat AvenueMakati City,,845-9576,0,,
DP211501,ZZ ARNOL L. LOPEZ,,,,0,,
DP211502,ZZ NOEL DELGADO,,,,0,,
DP211503,"INQUIRER PUBLICATIONS, INC.",,,,0,,
DP211504,ZZ ROQUE CABRERA,,,,0,,
DP211505,ZZ MOTOR TRADE NATIONWIDE CORPORATION,1320 Edsa Cor.B.SerranoCaloocan City,,364-07-84,0,,
DP211506,"VICHEM COATINGS AND CHEMICALS, INC.","Unit 301,ContinentalCourt Bldg.,47 AnnapolisGreenhills,San Juan, MM",ARIEL,725-2886,60,000-394-991-000,000-394-991-000
DP211507,ZZ PCF-VACCINE,BINAN LAGUNA,,,0,,
DP211508,"TIVOLI ROYALE COUNTRY CLUB, INC.",,,,0,,
DP211509,NEBO ENTERPRISES,,,,0,,
DP211510,ZZ WG & A SHIPPING LINES CORP.,,,,0,,
DP211511,ANIMAL FEEDS STANDARD DIVISION,,,,0,,
DP211512,SANTILLAN SIGNS & GRAPHICS,,,,0,,
DP211513,PHARMAPAC CORP.,"14 United St., KapitolyoPASIG, CITY",LILIA KU,631-48-23,30,004-634-339-000 VAT,004-634-339-000 VAT
DP211514,"CROCODILE TAPE AND CO., INC.",633 PASO DE BLAS VALEN-ZUELA METRO MANILA,NORMA,733-08-55,60,001-837-622-000 VAT,001-837-622-000 VAT
DP211515,ZZ-NHOJ'S SPORTSWEAR,,,,0,,
DP211516,VIAN ENTERPRISES,"204 PLATON SUBD.,SANP PABSAN PABLO CITY",,049-5611555,0,055-197-927-425,NON- VAT
DP211517,ZZ BLUE PETALS CATERING,,,,0,,
DP211518,ZZ MARIJO SISON,,,,0,,
DP211519,BALILI ART SIGN & PRINTING SERVICES,M.L. QUEZON ST.MAGUIKAYMANDAUE CEBU CITY,,3445055,0,,
DP211520,LLG POULTRY SUPPLY,,LIWANAG GAPPI,,0,,
DP211521,ZZ ALUMINUM POWER MARKETING CORP.,,,7335317,0,000-328-432-000,
DP211522,ZZ ALDO-AMADO A. DE LOS REYES,cpd h.o.,,,0,,
DP211523,ZZ ANGELO D. LAGMAY,luzon,,,0,,
DP211524,"AMERICAN CREATIVE DESIGN,INC.","rm.206 DAVID BLG.I,567SHAW BLVD.,MANDALUYONGCITY",,,30,208-606-975-000,208-606-975-000
DP211525,"UNICAPITAL SECURITIES, INC.",,,,0,,
DP211526,UNITED PHARMACHEM AGRIVET INC.,"14 VENTURA ST., BALINGASAI, QUEZON CITY",MR.ANTONIO,242-24-78,90,002-176-413-000 VAT,VAT EXEMPT
DP211527,ZZ ARNOLD SOMBILLO,"#60 Edsa St., TatalohnQ.C.",ARNOLD,783-3770,15,,
DP211528,STO NINO DE CEBU PARISH,BINAN LAGUNA,,,0,,
DP211529,ZZ ALEX GUERRERO,,,,0,,
DP211530,ZZ EDITH CADIZ,,,,0,,
DP211531,ZZ BERNIE C. FAMULARCANO,,,,0,,
DP211532,LIPA CITY (MALARAYAT) LIONS CLUB,LIPA CITY,,,0,,
DP211533,XXXFERDINAND SAMPAGA,,,,0,,
DP211534,AMBERVILLE INDUSTRIAL CORPORATION,"#068 Purok 3, Brgy.Langkiwa, Biñan, Laguna(Jan'18)",JULIET,733-1953,60,004-826-643-000 VAT,004-826-643-000 VAT
DP211535,ZZ TIRSO DE CASTRO,"307 1ST AVENUE CORNERP. TUASON CUBAO, Q.C.",,,0,040-104-007-799-000VAT,
DP211536,"BLUE CROSS INSURANCE, INC.",,,,0,,
DP211537,JAY C DESIGNS,"142 ROAD 3, PAG-ASAQUZON CITY",,9297479,0,000-374-155-000 VAT,000-374-155-000 VAT
DP211538,ZZ GOLDEN HOPEWELL,,,,0,,
DP211539,ZZ PASTAMELLI,,,,0,,
DP211540,ZZ THE NET & TWINE MANUFACTURING,"D. BONIFACIO ST. E. CANUYCANUMAY,VAL. CITY",,7323667,0,210-000-941-327-VAT,
DP211541,DANIEL BRAVANTE,LAGUNA,,,0,,
DP211542,WATERHEAD WELL DRILLING & CONSTRUCTION SUPPLY,"SAN VICENTE, LAGUNA",,520-8206,0,128-599-282-000,
DP211543,ZZ RODOLFO GARCIA,"112QUEZON ST.,6TH AVE.,CALOOCAN CITY",,,0,,
DP211544,ZZ RDH ENTERTAINMENT NETWORK,"52 GILMORE, AVE.,QUEZONCITY",,723-4605,0,147-730-088,
DP211545,XXXHONEYLETH A. AGBANLOG,,,,0,,
DP211546,PERSONNEL MANAGEMENT ASSOCIATION OF THE PHILS,"PMAP CTR. 670 LEE ST.ADDITION HILLS MANDALUYONCITY, PHILS.",,726-1581,0,,
DP211547,ZZ WORLD ASIA,,,,0,,
DP211548,ZZ KAWLOON HOUSE,,,,0,,
DP211549,ZZ MIRAMONTE FARMS,,,,0,,
DP211550,PREMIUM AGRO VET PRODUCTS,"2ND FLR. AURORA MILESTONEBLDG. 1045 AURORA BLVDCUBAO,Q.C.",,9132184,0,000-391-324-000,
DP211551,ZZ FJL SOUND SYSTEM,,,,0,,
DP211552,XXXDR. MARCIAL RAMOS,,,,0,,
DP211553,ZZ SEATMAKER,,,,0,,
DP211554,TAHANANG WALANG HAGDANAN. INC.,AIDA ST. MARICK SUBD.CAINTA RIZAL,,655-0055,0,460-000-100-020,
DP211555,ZZ IELD INTERNATIONAL CORPORATION,"BLDG.22 MALAKAS ST.BRGY.PINYAHAN DILIMAN, QUEZONCITY",,426-4165,0,001-565-914-000,
DP211556,ZZ GOOD SHEPHERD CONVENT,1043 AURORA BLVD. QUEZONCITY,,913-64-37,0,,
DP211557,"ZZ 4 STAR METAL CRAFT, INC.","CM BLDG., CANLALAY NAT'L.ROAD BINAN, LAGUNA",,529-14-69,0,005-242-301,
DP211558,MSGR. JAIME MORA,,,,0,,
DP211559,IMELBERTO S. HOLLERO,,,,0,,
DP211560,ZZ COMMISSION - DEPOT,VISMIN,,,0,,
DP211561,ZZ COMMISSION - ART,LUZON - H.O.,,,0,,
DP211562,ZZ COMMISSION - ADMIN,LUZON - H.O.,,,0,,
DP211563,ZZ COMMISSION - MANUFACTURING,BINAN - CPD,,,0,,
DP211564,ZZ COMMISSION - BRAND MANAGEMENT,LUZON - H.O.,,,0,,
DP211565,ZZ COMMISSION - TECHNICAL (CPD),LUZON - H.O.,,,0,,
DP211566,ZZ COMMISSION - AUDIT,LUZON - H.O.,,,0,,
DP211567,ZZ COMMISSION - EDP,LUZON - H.O.,,,0,,
DP211568,ZZ COMMISSION - ACCOUNTING,LUZON - H.O.,,,0,,
DP211569,ZZ COMMISSION - TECHNICAL (OTC),LUZON - H.O.,,,0,,
DP211570,ZZ EDGARDO VILLANUEVA,,,,0,,
DP211571,ZZ ANGELES MACHINE SHOP,,,,0,,108-102-688-026
DP211572,ZZ EVANILO JUNTILLA,,,,0,,
DP211573,ZZ JORGE CARAAN,,,,0,,
DP211574,RUSTAN'S CUBAO,,,,0,,
DP211575,ZZ LYDIA'S LECHON,118 TIMOG AVE. SACRED HTHEART Q.C.,,921-7002,0,001-075-240-001,
DP211576,WILVIN SY,,,,0,,
DP211577,SAN PABLO MUNICIPAL TREASURER'S OFFICE,SAN PABLO CITY,,,0,,
DP211578,CALAMBA MUNICIPAL TREASURER'S OFFICE,CALAMBA LAGUNA,,,0,,
DP211579,RIZAL MUNICIPAL TREASURER'S OFFICE,RIZAL,,,0,,
DP211580,PROVINCIAL TREASURER OF MALOLOS BULACAN,BULACAN,,,0,,
DP211581,BATANGAS MUNICIPAL TREASURER'S OFFICE,BATANGAS CITY,,,0,,
DP211582,ZZ JULIANO AUTOMOTIVE AND CAR AIRCON,,,,0,,
DP211583,QUEZON CITY TREASURER'S OFFICE,quezon city,,,0,,
DP211584,"FOUR ACES MOTOR SALES, INC.",COR. RIZAL-LACSON STS.BACOLOD CITY,,,0,077-002-196-561 VAT,077-002-196-561 VAT
DP211585,CENTRAL LUZON STATE UNIVERSITY,,,,0,,
DP211586,"ZZ HONDA CARS DAVAO, INC.",J.P. CABAGUIO AVE.DAVAOCITY,,,0,,
DP211587,ONIEL A. BESORIO,,,,0,,
DP211588,ZZ SPDA INTEGRATED POULTRY PROJECT,,,,0,,
DP211589,XXXDAVAO FARMS,,,,0,,
DP211590,ZZ ARSENIO Y. CASTILL/DANILO G. PAZ,,,,0,,
DP211591,E-COPY CORPORATION,"UNIT 105 GROUND FLR.,PARCCHATEU, GARAET ST.,ORTIGAS CENTER",TRIXIE,631-87-14,30,219-274-001-000,
DP211592,"GEOMATRICA HOLDINGS & RESOURCES, INC.",,,,0,,
DP211593,ZZ REEDLEY INTERNATIONAL  SCHOOL,,,,0,,
DP211594,"LOOPEX PACKAGING PRODUCTS, INC.","LOOPEX BLDG.,6052 PYRAMIDCMPD.,TATALON ST.,BO.UGONG VAL. CITY",MIGUEL ENRIQUEZ,983-98-73,30,001-220-884-000,
DP211595,ZZ RONALD ANCHETA,,,,0,,
DP211596,PHILIPPINE AIRLINES,,,,0,,
DP211597,BATHALA MARKETING INDUSTRIES INC.,5560 SOUTH SUPER HIGHWAYBESIDE BUEBDIA OVERPASSMAKATI CITY,,,0,000-108-750-000 VAT,000-108-750-000 VAT
DP211598,ZZ GOLD STREAM FARM,,,,0,,
DP211599,ZZ ALMA MISCHELLE T.MADAMBA,,,,0,,
DP211600,ZZ ENGR. JESUS TAN,,,,0,,
DP211601,ZZ FIRST UNITED MARKETING,"3595 SALYSAY ST., STA.MESA MANILA",MARK CHRISTOPHER GO,713-94-58,30,126-208-220-001VAT,126-208-220-001VAT
DP211602,FORD BALINTAWAK,"EDSA COR. SEMINARY ROAD,BALINTAWAK Q. C.",FAX#927-59-81,927-96-54,0,005-518-157-000VAT,005-518-157-000VAT
DP211603,ZZ SEA STAR EXPRESS CORP.,"6th FLR.MAGSAYSAY,CTR.1680 ROXAS BLVD. ERMITAMANILA",,522-7788,0,203-334-691-000VAT,
DP211604,LA SUERTE FISHING SUPPLY CORP.,987 cm recto ave. tondomla.,,252-0770,0,000-323-130-000,
DP211605,EDUARDO LICUDAN,BINAN,,,0,,
DP211606,ZZ JOSEFINA HOLLERO,,,,0,,
DP211607,NORTH POINT INTERNATIONAL VENTURES CORP.,190 SGT. RIVERA COR.ARANEARANETA Q.C.,,361-5937,0,000-375-996,
DP211608,ZZ CAM JECK TIRES AND BATTERY SHOP,"139 A. BONI. AVE.,TANONGMARIKINA CITY",,,0,105-352-748/NON VAT,
DP211609,ATENEO DE MANILA HIGH SCHOOL,MANILA,,,0,,
DP211610,VIC YU,,,,0,,
DP211611,ZZ ALLAN CHAN,,,,0,,
DP211612,XXXCHE M CORRAL,DAVAO,,,0,,
DP211613,NEW JIL MOTORS,"#13 BANAWE ST.,Q.C.",EDWARD,712-00-04,30,,
DP211614,ZZ BONTOC FARM,,,,0,,
DP211615,BPI CA#3373-0031-49,visayas avenue,,,0,,
DP211616,ZZ MANILA PENINSULA,,,,0,,
DP211617,JOY ANNE YOUNG,,,,0,,
DP211618,PEST MASTER,,,,0,,
DP211619,ZZ PBC FARM,,,,0,,
DP211620,VILLMAN COMPUTER SYSTEMS(CUBAO)INC.,"G/F METROLANE SHOPPINGCOMPLEX,P. TUAZON COR.20AVE.,CUBAO, Q.C.",,9122785,0,005-249-453-005,
DP211621,"ZZ HONDA CARS MAKATI,INC.","Magallanes Commercial ctrP.O. box 2074 MCPO1232 Makati City,PHils.",,852-4181,0,000-220-239-000 VAT,000-220-239-000 VAT
DP211622,ATTY. ROMERO YU,,,,0,,
DP211623,ZZ ROEHL P. ANCHETA,,,,0,,
DP211624,"C.J. FERNANDEZ ENTERPRISES,INC.","129 20th ave., MurphyCubao, Q.C.",ARNEL OCANG,242-56-21,30,030-000-279-453 VAT,030-000-279-453 VAT
DP211625,"ZZ PJL AUTO CENTER,INC.",,,,0,,
DP211626,BUGHAW AGRI SERVICES,,,,0,,
DP211627,"REPLICA PRINTERS, CO.","40 SAN JOAQUIN ST.,SANFRANCISCO DEL MONTE Q.C.",GIRLIE ONG HERRERA,373-02-16,30,001-629-624-000VAT,001-629-624-000VAT
DP211628,ZZ GLOBAL TRADE POST,"Annapolis st.,GreenhillsSAn Juan, Metro Manila",,724-5477,0,211-873-067-000 VAT,211-873-067-000 VAT
DP211629,ZZ MAGIC EVENTS MANAGEMENTS,,,,0,,
DP211630,BANCO DE ORO UNIVERSAL BANK,12 ADB AVE. ORTIGAS CTR.MANDALUYONG CITY,,,0,000-708-174 VAT,000-708-174
DP211631,ZZ FRANCIS P. FAGELA,,,,0,,
DP211632,"FARM NEEDS SUPPLY ,INC.","TURO BOCAUE,BULACAN",,0446923924,0,210-000-242-938,
DP211633,ZZ PHIL. SUN VALLEY FARM,,,,0,,
DP211634,ZZ RESTING AUTO SUPPLY,"NATL'. H-WAY, PLATERO,BINAN LAGUNA",,5117421,0,113-977-351-000,
DP211635,DR. RACHEL TIMOG,,,,0,,
DP211636,ZZ LEAHMHER PRINTING SERVICES,,,,0,,
DP211637,ZZ FGA FARMS,,,,0,,
DP211638,"ZZ BOUNTY AGRO VENTURES,INC.",,,,0,,
DP211639,SABUNGERO'S GAMECOCK SUPPLY,CALOOCAN CITY,,,0,115-781-800-000 NV,115-781-800-000
DP211640,ZZ SQ FARM,,,,0,,
DP211641,PALAWAN POULTRY SUPPLY,,,,0,,
DP211642,ZZ GREEN WEALTH P/S,,,,0,,
DP211643,GFRJ POULTRY SUPPLY,,,,0,,
DP211644,XEREMIAS SITON,,,,0,,
DP211645,ZZ OPMI,,,,0,,
DP211646,XXXRAYMUND L. BAATEN,,,,0,,
DP211647,DESIGN CREST,"690-C, E.delos SAntos AveCubao, Quezon City",,,0,104-007-668-000VAT,104-007-668-000VAT
DP211648,DIZON POULTRY SUPPLY,,,,0,,
DP211649,ZZ DYNAMIC MKTG.,,,,0,,
DP211650,ZZ JONAS B. TAYONE,,,,0,,
DP211651,"ZZ SILANGAN MACHINERY,INC.","67 Sen. Gil Puyat Avenue,Makati City",,,0,004-665-568-000 VAT,004-665-568-000 VAT
DP211652,ATTY. RAMONCITO TOMAS PACIS,,,,0,,
DP211653,ZZ ALLAN ISAAC,,,,0,,
DP211654,ZZ JULIA LOPEZ,,,,0,,
DP211655,ZZ APRIL TANHUECO,,,,0,,
DP211656,ALEJANDRINO J. FERRERIA,,,,0,110-179-163-000,
DP211657,ZZ RICHARD HINOLA,,,,0,,
DP211658,ZZ ARSENIO CASTILLO/RONALD CASTILLO,,,,0,,
DP211659,ZZ ANTONIO A. DALOSA JR.,,,,0,,
DP211660,ZZ NISSAN SOUTHWOODS,"CARMONA TOLL PLAZA SOUTHLUZON EXPRESSWAYCARMONA CAVITE,CALABARZON",,,0,000-422-070-002VAT,000-422-070-002VAT
DP211661,ZZ CV FREEDOM MARKETING,,,,0,,
DP211662,ZZ CHARISSE PAULINE QUINTOS,,,,0,,
DP211663,"MICROBIO SPECIALISTS, INC.",305 SAN FERNANDO ST.BINONBINONDO MLA.,,2435575,0,210-450-462-000,
DP211664,ONE AIRCON PLUS SERVICES,65-A V. LUNA RD. DILIMANQ.C.,,,0,000-886-380-000,
DP211665,ASIAGEL CORPORATION,"RM503-504 BURKE BLDG.ESCOLTA ST., BINONDO MLA.",243-39-51,,0,005-300-304-000 VAT,
DP211666,ZZ LUIS ALIM ABOGA,,,,0,,
DP211667,"ZZ UP LADY VETS FOUNDATION,INC.",,,,0,,
DP211668,ZZ FERSAL INTERNATIONAL CORPORATION,"245 P. TUAZON ST.,CUBAO,Q.C.",,9242689,0,000-387-585-000,
DP211669,ATTY. JUN LIM,,,,0,,
DP211670,DR. JUN AGUILAR,,,,0,,
DP211671,PALAYAN CITY LODGE NO.331,,,,0,,
DP211672,ZZ SAYSON POULTRY SUPPLY,,,,0,,
DP211673,ZZ FARMERS CENTER,,,,0,,
DP211674,ZZ ADVIRA TRADING CORPORATION,"4-A HILLTOP ST.,SAN JUANMETRO MANILA",,,0,042-005-177-397VAT,042-005-177-397VAT
DP211675,ZZ 3 SISTERS AGRIVET SUPPLY,,,,0,,
DP211676,ZZ LEONAMER  C. DOMINGO,,,,0,,
DP211677,NETWORX AUTO DETAILING CORP.,"1 Manhattan, ImmaculateConception, Cubao,Quezon City",,,0,201-179-495-000 VAT,201-179-495-000 VAT
DP211678,WORLD EXHIBITION & CONGRESS FOR ANIMAL HEALTH,,,,0,,
DP211679,ZZ NESTOR LACAP,,,,0,,
DP211680,"ZZ THE BOHOL ASSOCIATION OF METRO MANILA,INC.","U1031,VV. SOLIVEN SHOPPINCOMPLEX,EDSA,GREENHILLSSAN JUAN M.M.",,7232948,0,,
DP211681,XXXSILVER FEEDS,,,,0,,
DP211682,ZZ M.S. DYNAMIC CORPORATION,"717 2/F TOMAS MAPUA ST.,STA. CRUZ, MANILA",,7367516,0,202-019-761-000 VAT,202-019-761-000 VAT
DP211683,PS BANK,,,,0,,
DP211684,ZZ JUDE FARM SUPPLY,,,,0,,
DP211685,XXXIBONITA CERINA,,,,0,,
DP211686,ZZ LAVINIA CO,,,,0,,
